💎iptv12k測試,#genre#
纪录9台,http://39.135.55.105:6610/PLTV/88888888/224/3221225929/index.m3u8?servicetype=1?zzhongd
科教10台,http://39.135.55.105:6610/PLTV/88888888/224/3221225814/index.m3u8?servicetype=1?zzhongd
科教10台,http://39.135.55.105:6610/PLTV/88888888/224/3221225931/index.m3u8?servicetype=1?zzhongd
戏曲11台,http://39.135.55.105:6610/PLTV/88888888/224/3221225815/index.m3u8?servicetype=1?zzhongd
社会与法12台,http://39.135.55.105:6610/PLTV/88888888/224/3221225816/index.m3u8?servicetype=1?zzhongd
社会与法12台,http://39.135.55.105:6610/PLTV/88888888/224/3221225932/index.m3u8?servicetype=1?zzhongd
新闻13台,http://39.135.55.105:6610/PLTV/88888888/224/3221225817/index.m3u8?servicetype=1?zzhongd
少儿14台,http://39.135.55.105:6610/PLTV/88888888/224/3221225819/index.m3u8?servicetype=1?zzhongd
少儿14台,http://39.135.55.105:6610/PLTV/88888888/224/3221225933/index.m3u8?servicetype=1?zzhongd
音乐15台,http://39.135.55.105:6610/PLTV/88888888/224/3221225818/index.m3u8?servicetype=1?zzhongd
奥林匹克16台,http://39.135.55.105:6610/PLTV/88888888/224/3221227148/index.m3u8?servicetype=1?zzhongd
奥林匹克16台,http://39.135.55.105:6610/PLTV/88888888/224/3221227125/index.m3u8?servicetype=1?zzhongd
农业农村17台,http://39.135.55.105:6610/PLTV/88888888/224/3221226990/index.m3u8?servicetype=1?zzhongd
农业农村17台,http://39.135.55.105:6610/PLTV/88888888/224/3221226986/index.m3u8?servicetype=1?zzhongd
综合1台,http://117.148.179.165/PLTV/88888888/224/3221231468/index.m3u8?zzhongd
财经2台,http://117.148.179.147/PLTV/88888888/224/3221231678/index.m3u8?zzhongd
综艺3台,http://117.148.179.157/PLTV/88888888/224/3221231682/index.m3u8?zzhongd
中文国际4台,http://117.148.179.157/PLTV/88888888/224/3221231726/index.m3u8?zzhongd
体育5台,http://117.148.179.142/PLTV/88888888/224/3221232440/index.m3u8?zzhongd
体育赛事,http://117.148.179.157/PLTV/88888888/224/3221233107/index.m3u8?zzhongd
电影6台,http://117.148.179.157/PLTV/88888888/224/3221232689/index.m3u8?zzhongd
国防军事7台,http://117.148.179.157/PLTV/88888888/224/3221231633/index.m3u8?zzhongd
电视剧8台,http://117.148.179.157/PLTV/88888888/224/3221231694/index.m3u8?zzhongd
纪录9台,http://117.148.179.157/PLTV/88888888/224/3221231697/index.m3u8?zzhongd
科教10台,http://117.148.179.157/PLTV/88888888/224/3221231666/index.m3u8?zzhongd
戏曲11台,http://117.148.179.157/PLTV/88888888/224/3221231711/index.m3u8?zzhongd
社会与法12台,http://117.148.179.157/PLTV/88888888/224/3221231660/index.m3u8?zzhongd
新闻13台,http://183.207.249.11/PLTV/3/224/3221225560/index.m3u8?zzhongd
少儿14台,http://117.148.179.157/PLTV/88888888/224/3221231648/index.m3u8?zzhongd
音乐15台,http://117.148.179.157/PLTV/88888888/224/3221231693/index.m3u8?zzhongd
奥林匹克16台,http://117.148.179.157/PLTV/88888888/224/3221233442/index.m3u8?zzhongd
农业农村17台,http://117.148.179.167/PLTV/88888888/224/3221231772/index.m3u8?zzhongd
中文国际欧洲,http://117.148.179.157/PLTV/88888888/224/3221231615/index.m3u8?zzhongd
中文国际欧洲,http://117.148.179.157/PLTV/88888888/224/3221232852/index.m3u8?zzhongd
中文国际美洲,http://117.148.179.157/PLTV/88888888/224/3221231654/index.m3u8?zzhongd
中文国际美洲,http://117.148.179.157/PLTV/88888888/224/3221232866/index.m3u8?zzhongd
4K超高清,http://39.135.55.7:6610/PLTV/88888888/224/3221226998/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zzhongd
4K超高清,http://liveop.cctv.cn/hls/4KHD/playlist.m3u8?zzhongd
8K超高清,http://117.148.179.157/PLTV/88888888/224/3221233404/index.m3u8?zzhongd
8K超高清,http://117.148.179.157/PLTV/88888888/224/3221233350/index.m3u8?zzhongd
8K超高清,http://117.148.179.157/PLTV/88888888/224/3221233413/index.m3u8?zzhongd
8K超高清,http://117.148.179.157/PLTV/88888888/224/3221233457/index.m3u8?zzhongd
8K超高清,http://117.148.179.157/PLTV/88888888/224/3221233439/index.m3u8?zzhongd

🍄CCTV流通,#genre#
综合,http://111.40.196.9/PLTV/88888888/224/3221225511/index.m3u8?zyangd
1台综合,http://111.40.196.25/PLTV/88888888/224/3221225548/index.m3u8?zyangd
1台综合,http://111.20.41.250/dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225660/1.m3u8?zyangd
1台综合,http://111.40.196.9/PLTV/88888888/224/3221225755/index.m3u8?zyangd
1台综合,http://117.148.179.157/PLTV/88888888/224/3221231528/index.m3u8?zyangd
1台综合,http://117.148.179.157/PLTV/88888888/224/3221232791/index.m3u8?zyangd
2台财经,http://117.148.179.157/PLTV/88888888/224/3221232777/index.m3u8?zyangd
2台财经,http://117.148.179.157/PLTV/88888888/224/3221233238/index.m3u8?zyangd
2台财经,http://111.20.106.13:6610/yinhe/2/ch00000090990000001840/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
2台财经,http://111.20.106.13:6610/yinhe/2/ch00000090990000001021/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
3台综艺,http://111.40.196.25/PLTV/88888888/224/3221225588/index.m3u8?zyangd
3台综艺,http://117.148.179.157/PLTV/88888888/224/3221232794/index.m3u8?zyangd
3台综艺,http://newvideo.dangtutv.cn:8278/CCTVzongyi/playlist.m3u8?zyangd
4台中文国际,http://117.148.179.157/PLTV/88888888/224/3221232797/index.m3u8?zyangd
4台中文国际,http://111.20.106.13:6610/yinhe/2/ch00000090990000001015/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=CCTV5,http://111.40.196.27/PLTV/88888888/224/3221225745/index.m3u8?zyangd
4台中文国际,http://111.20.106.13:6610/yinhe/2/ch00000090990000001015/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
4台中文国际,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225781/1.m3u8?zyangd
5台体育,http://111.40.196.27/PLTV/88888888/224/3221225745/index.m3u8?zyangd
5台体育,http://111.40.196.9/PLTV/88888888/224/3221225743/index.m3u8?zyangd
5台体育,http://117.148.179.157/PLTV/88888888/224/3221232788/index.m3u8?zyangd
5台体育,http://117.148.179.157/PLTV/88888888/224/3221232929/index.m3u8?zyangd
6台电影,http://111.40.196.31/PLTV/88888888/224/3221225561/index.m3u8?zyangd
6台电影,http://202.107.188.139:5002/cctv6_hdgq.m3u8?token=guoziyun?zyangd
6台电影,http://123.6.9.146/live/jz-cctv-6/live.m3u8?zyangd
7台国防军事,http://202.107.188.139:5002/cctv7_hdgq.m3u8?token=guoziyun?zyangd
7台国防军事,http://111.20.106.13:6610/yinhe/2/ch00000090990000001017/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
7台国防军事,http://111.20.106.13:6610/yinhe/2/ch00000090990000001325/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
7台国防军事,http://tvindexlive01.yn.ysten.com:8080/ysten-business/live/cctv-7/1.m3u8?zyangd
8台电视剧,http://111.40.196.25/PLTV/88888888/224/3221225565/index.m3u8?zyangd
8台电视剧,http://117.148.179.157/PLTV/88888888/224/3221232786/index.m3u8?zyangd
9台纪录, http://111.40.196.35/PLTV/88888888/224/3221225502/index.m3u8?zyangd
9台纪录,http://117.148.179.157/PLTV/88888888/224/3221232800/index.m3u8?zyangd
9台纪录,http://202.107.188.139:5002/cctv9_hdgq.m3u8?token=guoziyun?zyangd
9台纪录,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225758/1.m3u8?zyangd
10台科教,http://117.148.179.157/PLTV/88888888/224/3221232789/index.m3u8?zyangd
10台科教,http://111.20.106.13:6610/yinhe/2/ch00000090990000001011/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=CCTV11,http://111.40.196.27/PLTV/88888888/224/3221225496/index.m3u8?zyangd
10台科教,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225777/1.m3u8?zyangd
10台科教,http://123.6.9.146/live/jz-cctv-10/live.m3u8?zyangd
11台戏曲,http://111.40.196.27/PLTV/88888888/224/3221225496/index.m3u8?zyangd
11台戏曲,http://111.20.106.13:6610/yinhe/2/ch00000090990000001012/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
11台戏曲,http://117.148.179.157/PLTV/88888888/224/3221232843/index.m3u8?zyangd
11台戏曲,http://39.134.19.135/PLTV/88888888/224/3221225774/1.m3u8?zyangd
11台戏曲,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225776/1.m3u8?zyangd
12台社会与法,http://111.40.196.9/PLTV/88888888/224/3221225571/index.m3u8?zyangd
12台社会与法,http://111.20.106.13:6610/yinhe/2/ch00000090990000001013/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
12台社会与法,http://117.148.179.157/PLTV/88888888/224/3221232857/index.m3u8?zyangd
12台社会与法,http://123.6.9.146/live/jz-cctv-12/live.m3u8?zyangd
12台社会与法,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225775/1.m3u8?zyangd
13台新闻,http://111.40.196.27/PLTV/88888888/224/3221225504/index.m3u8?zyangd
13台新闻,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mud.m3u8?zyangd
13台新闻,http://117.148.179.157/PLTV/88888888/224/3221232846/index.m3u8?zyangd
13台新闻,https://live-play.cctvnews.cctv.com/cctv/merge_cctv13_mhd.m3u8?auth_key=1635962688-0-e013f973588e41599d7751a912170d78-fd33c55f8befe5c00fb32fee650348c0?zyangd
13台新闻,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225617/1.m3u8?zyangd
13台新闻,http://newsbsh5ca.v.live.baishancdnx.cn/live/newscctv13_2/index.m3u8?zyangd
14台少儿,http://111.40.196.30/PLTV/88888888/224/3221225573/index.m3u8?zyangd
14台少儿,http://117.148.179.157/PLTV/88888888/224/3221232849/index.m3u8?zyangd
14台少儿,http://111.63.117.13:6060/030000001000/G_CCTV-14/G_CCTV-14.m3u8?zyangd
14台少儿,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221225784/1.m3u8?zyangd
14台少儿,http://123.6.9.146/live/jz-cctv-14/live.m3u8?zyangd
15台音乐,http://111.40.196.31/PLTV/88888888/224/3221225500/index.m3u8?zyangd
15台音乐,http://117.148.179.157/PLTV/88888888/224/3221232860/index.m3u8?zyangd
15台音乐,http://111.63.117.13:6060/030000001000/G_CCTV-15/G_CCTV-15.m3u8?zyangd
16台奥林匹克,http://39.135.55.7:6610/PLTV/88888888/224/3221227125/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zyangd
16台奥林匹克,http://117.148.179.157/PLTV/88888888/224/3221233445/index.m3u8?zyangd
16台奥林匹克,http://117.148.179.157/PLTV/88888888/224/3221233371/index.m3u8?zyangd
17台农业农村,http://117.148.179.157/PLTV/88888888/224/3221232863/index.m3u8?zyangd
17台农业农村,http://59.51.68.40:1936/live/cctv7/playlist.m3u8?zyangd
17台农业农村,http://111.20.106.13:6610/yinhe/2/ch00000090990000001301/index.m3u8?virtualDomain=yinhe.live_hls.zte.com&IASHttpSessionId=?zyangd
17台农业农村,http://tvindexlive01.yn.ysten.com:8080/ysten-business/live/cctv-17/1.m3u8?zyangd
17台农业农村,http://dbiptv.sn.chinamobile.com/PLTV/88888888/224/3221226208/1.m3u8?zyangd
CHC家庭影院,http://117.148.179.157/PLTV/88888888/224/3221231799/index.m3u8?zyangd
CHC家庭影院,http://117.148.179.157/PLTV/88888888/224/3221232942/index.m3u8?zyangd
CHC动作电影,http://117.148.179.157/PLTV/88888888/224/3221231580/index.m3u8?zyangd
CHC动作电影,http://117.148.179.157/PLTV/88888888/224/3221232945/index.m3u8?zyangd
CGTV,http://39.135.32.24:6610/000000001000/8428799834696888424/1.m3u8?xtkg?zyangd
CGTN,https://live.cgtn.com/1000/prog_index.m3u8?zyangd
CGTN,http://39.135.138.58:18890/ysten-businessmobile/live/cctvennews/1.m3u8?zyangd
CGTN,http://39.135.55.7:6610/PLTV/88888888/224/3221225822/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zyangd
CGTN纪录,http://tvindexlive01.yn.ysten.com:8080/ysten-business/live/HD-3600k-1080p-ynCGTNdocu/1.m3u8?zyangd
CGTN纪录,http://117.148.179.157/PLTV/88888888/224/3221232869/index.m3u8?zyangd
CGTN纪录,http://117.148.179.157/PLTV/88888888/224/3221231492/index.m3u8?zyangd
CGTN纪录,http://111.40.196.9/PLTV/88888888/224/3221225536/index.m3u8?zyangd

📺卫视蓝光,#genre#
广东,http://39.135.32.6:6610/PLTV/77777777/224/3221225666/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
广东卫视,http://39.135.32.24:6610/000000001000/1000000001000028357/1.m3u8?xtkg?zweid
深圳卫视,http://39.135.32.24:6610/000000001000/1000000001000011645/1.m3u8?xtkg?zweid
湖南卫视,http://39.135.32.24:6610/000000001000/1000000001000009115/1.m3u8?xtkg?zweid
浙江卫视,http://39.135.32.24:6610/000000001000/1000000001000009806/1.m3u8?xtkg?zweid
东方卫视,http://39.135.32.24:6610/000000001000/1000000001000030202/1.m3u8?xtkg?zweid
江苏卫视,http://39.135.32.24:6610/000000001000/1000000001000004684/1.m3u8?xtkg?zweid
北京卫视,http://39.135.32.24:6610/000000001000/1000000001000017156/1.m3u8?xtkg?zweid
天津卫视,http://39.135.32.24:6610/000000001000/1000000001000000831/1.m3u8?xtkg?zweid
山東卫视,http://39.135.32.24:6610/000000001000/1000000001000012807/1.m3u8?xtkg?zweid
东南卫视,http://39.135.32.24:6610/000000001000/1000000002000009263/1.m3u8?xtkg?zweid
江西卫视,http://39.135.32.24:6610/000000001000/1000000001000013731/1.m3u8?xtkg?zweid
黑龙江卫视,http://39.135.32.24:6610/000000001000/8467838254824392379/1.m3u8?xtkg?zweid
重庆卫视,http://39.135.32.24:6610/000000001000/1000000002000018937/1.m3u8?xtkg?zweid
辽宁卫视,http://39.135.32.24:6610/000000001000/1000000002000024033/1.m3u8?xtkg?zweid
广东卫视,http://39.135.32.25:6610/000000001000/HD-4000k-1080P-guangdongstv/1.m3u8?IASHttpSessionId=OTT?zweid
江苏卫视,http://39.135.32.24:6610/000000001000/HD-4000k-1080P-jiangsustv/1.m3u8?IASHttpSessionId=OTT?zweid
浙江卫视,http://39.135.32.25:6610/000000001000/HD-4000k-1080P-zhejiangstv/1.m3u8?IASHttpSessionId=OTT?zweid
东方卫视,http://39.135.32.25:6610/000000001000/HD-4000k-1080P-dongfangstv/1.m3u8?IASHttpSessionId=OTT?zweid
北京卫视,http://39.135.32.25:6610/000000001000/HD-4000k-1080P-beijingstv/1.m3u8?IASHttpSessionId=OTT?zweid
山东卫视,http://39.135.32.24:6610/000000001000/HD-8000k-1080P-shandongstv/1.m3u8?IASHttpSessionId=OTT?zweid
黑龙江卫视,http://39.135.32.24:6610/000000001000/hdheilongjiangstv/1.m3u8?IASHttpSessionId=OTT?zweid
安徽卫视,http://39.135.32.24:6610/000000001000/anhuistv/1.m3u8?IASHttpSessionId=OTT?zweid
辽宁卫视,http://39.135.32.24:6610/000000001000/HD-8000k-1080P-liaoningstv/1.m3u8?IASHttpSessionId=OTT?zweid
重庆卫视,http://39.135.32.6:6610/000000001000/HD-8000k-1080P-chongqingstv/1.m3u8?IASHttpSessionId=OTT?zweid
江西卫视,http://39.135.32.7:6610/000000001000/HD-4000k-1080P-jiangxistv/1.m3u8?IASHttpSessionId=OTT?zweid
广东卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225685/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
深圳卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225725/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
深圳卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225691/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
北京卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225651/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
湖南卫视,http://39.135.138.59:18890/PLTV/88888910/224/3221225745/index.m3u8?zweid
江苏卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225722/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
东方卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225718/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
浙江卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225731/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
湖南卫视,http://117.148.179.172/PLTV/88888888/224/3221231729/index.m3u8?zweid
东南卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225696/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
湖北卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225721/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
山东卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225672/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
山东卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225642/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
黑龙江卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225734/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
辽宁卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225779/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
辽宁卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225639/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
安徽卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225701/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
安徽卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225671/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
江西卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225669/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
重庆卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225745/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
重庆卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225679/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
广西卫视,http://39.135.32.6:6610/PLTV/77777777/224/3221225986/index.m3u8?servicetype=1&IASHttpSessionId=OTT?zweid
广东卫视,http://117.148.179.141/PLTV/88888888/224/3221231891/index.m3u8
湖南卫视,http://117.148.179.172/PLTV/88888888/224/3221231729/index.m3u8?zweid
湖南卫视,http://117.148.179.135/PLTV/88888888/224/3221230206/index.m3u8?zweid
湖南卫视,http://117.148.179.148/PLTV/88888888/224/3221230824/index.m3u8?zweid
江苏卫视,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8?zweid
浙江卫视,http://117.148.179.140/PLTV/88888888/224/3221229352/index.m3u8?zweid
东方卫视,http://117.148.179.160/PLTV/88888888/224/3221231738/index.m3u8?zweid
北京卫视,http://117.148.179.168/PLTV/88888888/224/3221231732/index.m3u8?zweid
湖北卫视,http://117.148.179.142/PLTV/88888888/224/3221231888/index.m3u8?zweid
黑龙江卫视,http://117.148.179.141/PLTV/88888888/224/3221231967/index.m3u8?zweid
辽宁卫视,http://117.148.179.152/PLTV/88888888/224/3221231802/index.m3u8?zweid
江西卫视,http://117.148.179.141/PLTV/88888888/224/3221231964/index.m3u8?zweid
四川卫视,http://117.148.179.142/PLTV/88888888/224/3221231885/index.m3u8?zweid
东南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227156/index.m3u8?servicetype=1?zweid
东方卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225828/index.m3u8?servicetype=1?zweid
云南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227181/index.m3u8?servicetype=1?zweid
北京卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225826/index.m3u8?servicetype=1?zweid
厦门卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221226781/index.m3u8?servicetype=1?zweid
吉林卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227099/index.m3u8?servicetype=1?zweid
天津卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225830/index.m3u8?servicetype=1?zweid
安徽卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225844/index.m3u8?servicetype=1?zweid
山东卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225843/index.m3u8?servicetype=1?zweid
广东卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225824/index.m3u8?servicetype=1?zweid
江苏卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225847/index.m3u8?servicetype=1?zweid
江西卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225834/index.m3u8?servicetype=1?zweid
河北卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227063/index.m3u8?servicetype=1?zweid
河南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227095/index.m3u8?servicetype=1?zweid
浙江卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225825/index.m3u8?servicetype=1?zweid
海南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227216/index.m3u8?servicetype=1?zweid
海峡卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227198/index.m3u8?servicetype=1?zweid
深圳卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225848/index.m3u8?servicetype=1?zweid
湖北卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225840/index.m3u8?servicetype=1?zweid
湖南卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221226924/index.m3u8?servicetype=1?zweid
贵州卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221227201/index.m3u8?servicetype=1?zweid
辽宁卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225832/index.m3u8?servicetype=1?zweid
重庆卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225831/index.m3u8?servicetype=1?zweid
黑龙江卫视,http://39.135.55.105:6610/PLTV/88888888/224/3221225862/index.m3u8?servicetype=1?zweid

💎卫视流通,#genre#
广东,http://117.148.179.159/PLTV/88888888/224/3221231502/index.m3u8?zweimd
广东卫视,http://111.40.196.32/PLTV/88888888/224/3221225533/index.m3u8?zweimd
深圳卫视,http://111.40.196.25/PLTV/88888888/224/3221225537/index.m3u8?zweimd
湖南卫视,http://111.40.196.30/PLTV/88888888/224/3221225554/index.m3u8?zweimd
北京卫视,http://111.40.196.25/PLTV/88888888/224/3221225540/index.m3u8?zweimd
浙江卫视,http://111.40.196.25/PLTV/88888888/224/3221225510/index.m3u8?zweimd
江苏卫视,http://111.40.196.27/PLTV/88888888/224/3221225517/index.m3u8?zweimd
东南卫视,http://111.40.196.28/PLTV/88888888/224/3221225583/index.m3u8?zweimd
东方卫视,http://111.40.196.31/PLTV/88888888/224/3221225509/index.m3u8?zweimd
安徽卫视,http://111.40.196.25/PLTV/88888888/224/3221225551/index.m3u8?zweimd
江西卫视,http://111.40.196.30/PLTV/88888888/224/3221225560/index.m3u8?zweimd
天津卫视,http://111.40.196.32/PLTV/88888888/224/3221225597/index.m3u8?zweimd
山东卫视,http://111.40.196.27/PLTV/88888888/224/3221225526/index.m3u8?zweimd
辽宁卫视,http://111.40.196.34/PLTV/88888888/224/3221225593/index.m3u8?zweimd
广东卫视,http://117.148.179.159/PLTV/88888888/224/3221231502/index.m3u8?zweimd
深圳卫视,http://39.135.138.58:18890/PLTV/88888910/224/3221225741/index.m3u8?zweimd
南方卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-nanfangstv/1.m3u8?IASHttpSessionId=OTT?zweimd
南方卫视,http://117.148.179.165/PLTV/88888888/224/3221231661/index.m3u8?zweimd
北京卫视,http://117.148.179.136/PLTV/88888888/224/3221231567/index.m3u8?zweimd
江苏卫视,http://117.148.179.175/PLTV/88888888/224/3221231447/index.m3u8?zweimd
浙江卫视,http://117.148.179.136/PLTV/88888888/224/3221231567/index.m3u8?zweimd
东方卫视,http://117.148.179.167/PLTV/88888888/224/3221231450/index.m3u8?zweimd
天津卫视,http://117.148.179.146/PLTV/88888888/224/3221228905/index.m3u8?zweimd
山东卫视,http://117.148.179.137/PLTV/88888888/224/3221227909/index.m3u8?zweimd
湖北卫视,http://39.135.32.7:6610/000000001000/hubeistv/1.m3u8?IASHttpSessionId=OTT?zweimd
四川卫视,http://39.135.32.7:6610/000000001000/SD-4000k-576P-sichuanstv/1.m3u8?IASHttpSessionId=OTT?zweimd
厦门卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-xiamenstv/1.m3u8?IASHttpSessionId=OTT?zweimd
甘肃卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-gansustv/1.m3u8?IASHttpSessionId=OTT?zweimd
河北卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-hebeistv/1.m3u8?IASHttpSessionId=OTT?zweimd
山西卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-shanxistv/1.m3u8?IASHttpSessionId=OTT?zweimd
河南卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-henanstv/1.m3u8?IASHttpSessionId=OTT?zweimd
云南卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-yunnanstv/1.m3u8?IASHttpSessionId=OTT?zweimd
青海卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-qinghaistv/1.m3u8?IASHttpSessionId=OTT?zweimd
广西卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-guangxistv/1.m3u8?IASHttpSessionId=OTT?zweimd
陕西卫视,http://39.135.32.6:6610/000000001000/SD-4000k-576P-shanxi1stv/1.m3u8?IASHttpSessionId=OTT?zweimd
吉林卫视,http://39.135.32.10:6610/000000001000/jilinstv/1.m3u8?IASHttpSessionId=OTT?zweimd
海南卫视,http://39.135.32.10:6610/000000001000/lvyoustv/1.m3u8?IASHttpSessionId=OTT?zweimd
内蒙古卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-neimenggustv/1.m3u8?IASHttpSessionId=OTT?zweimd
宁夏卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-ningxiastv/1.m3u8?IASHttpSessionId=OTT?zweimd
新疆卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-xinjiangstv/1.m3u8?IASHttpSessionId=OTT?zweimd
兵团卫视,http://39.135.32.10:6610/000000001000/SD-4000k-576P-bingtuanstv/1.m3u8?IASHttpSessionId=OTT?zweimd
西卫藏视,http://39.135.32.10:6610/000000001000/xizangstv/1.m3u8?IASHttpSessionId=OTT?zweimd
湖北卫视,http://39.135.32.24:6610/000000001000/6956052407855047826/1.m3u8?xtkg?zweimd
四川卫视,http://39.135.32.24:6610/000000001000/1000000002000016825/1.m3u8?xtkg?zweimd
贵州卫视,http://39.135.32.24:6610/000000001000/1000000002000003169/1.m3u8?xtkg?zweimd
海南卫视,http://39.135.32.24:6610/000000001000/7899627377857656087/1.m3u8?xtkg?zweimd
河北卫视,http://39.135.32.24:6610/000000001000/1000000002000017118/1.m3u8?xtkg?zweimd
甘肃卫视,http://39.135.32.24:6610/000000001000/1000000002000017827/1.m3u8?xtkg?zweimd
青海卫视,http://39.135.32.24:6610/000000001000/1000000002000013359/1.m3u8?xtkg?zweimd
山西卫视,http://39.135.32.24:6610/000000001000/1000000002000021220/1.m3u8?xtkg?zweimd
云南卫视,http://39.135.32.24:6610/000000001000/1000000002000024694/1.m3u8?xtkg?zweimd
